,Title,Code,Date,Price per m² (triệu/m²),Total Price (tỷ),Area (m²),Bedroom Number,Bathroom Number,Legal Status,Furniture,District
157,"Bán đất nền view đẹp tại DH09, Hòa Thạch, Quốc Oai, Hà Nội, 4,4 tỷ, 439m2",41762948.0,2025-12-01 00:00:00,10.02,4.4,439.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Quốc Oai
158,"Tôi chính chủ cần bán căn 3 ngủ 110m2 Roman Tố Hữu, nội thất đẹp, có slot ôtô, giá 7 tỷ",41856024.0,2025-09-01 00:00:00,63.64,7.0,110.0,3.0,2.0,"- Sổ đỏ lâu dài, pháp lí rõ ràng, chủ thiện chí bán.",- Nhà đầy đủ nội thất sang trọng.,Nam Từ Liêm
159,BÁN GẤP NHÀ ĐỐNG ĐA MẶT NGÕ KINH DOANH SẦM UẤT VỈA HÈ Ô TÔ TRÁNH NHAU THOẢI MÁI THANG MÁY,42026551.0,2025-11-01 00:00:00,508.67,17.6,34.6,0.0,0.0,NAN,NAN,Đống Đa
160,"Bán đất đấu giá, Bạch Đa, Kim Hoa Mê Linh, 124m2, MT 9m, đg ôtô, ngay vành đai 4, SĐCC, giá 35tr/m2",41204529.0,2025-08-01 00:00:00,35.0,4.34,124.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Mê Linh
161,Bán nhà Phạm Văn Đồng 68m2 6 tầng - gần ô tô - gần công viên Hoà Bình,41649887.0,2025-11-01 00:00:00,172.06,11.7,68.0,10.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Bắc Từ Liêm
162,"Hàng hiếm cuối năm! Biệt thự Vinhomes Cổ Loa, 75m2, Đông Hội, Đông Anh, sang tên trước tết",42017852.0,2025-09-01 00:00:00,276.0,20.7,75.0,0.0,0.0,NAN,NAN,Đông Anh
163,"Bán nhà mặt phố Hồ Tùng Mậu, 24,8tỷ, 68m2, 6tầng, thang máy, 10 phòng ngủ rộng, đẹp, nhiều tiện ích",41946863.0,2025-10-01 00:00:00,364.71,24.8,68.0,10.0,6.0,"- Sổ đỏ pháp lý đầy đủ, đảm bảo an toàn cho giao dịch.","Cơ bản - Nội thất cơ bản, sẵn sàng cho việc sử dụng ngay.",Cầu Giấy
165,Chủ cần tiền bán gấp nhà 4T ô tô đỗ cửa DT35m xây chắc chắc tặng kèm nội thất xịn sò. Giá 3.95tỷ,41948254.0,2025-07-01 00:00:00,112.86,3.95,35.0,3.0,0.0,NAN,Đầy đủ,Hà Đông
166,"Chính chủ bán đất Minh Trí, Sóc Sơn, 99.5m2, MT 4.06m hướng Đông Nam, đường Ô tô tránh",41568527.0,2025-11-01 00:00:00,0.0,0.0,99.5,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Sóc Sơn
167,"Chủ cần bán gấp! Cắt sâu đây ae ui: Lại Đà Đông Hội, bìa làng, sát Vin, 76,5 m2, ô tô 7 chỗ",41963361.0,2025-12-01 00:00:00,68.0,5.2,76.5,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đông Anh
168,Bán nhà Đông Ngạc ô tô 7 chỗ vào nhà 33m2 x 5 tầng full đồ nhập khẩu Châu Âu lô góc 2 thoáng,42015130.0,2025-09-01 00:00:00,0.0,0.0,33.0,3.0,0.0,NAN,Full đồ nhập khẩu Châu Âu.,Bắc Từ Liêm
169,Bán gấp trước tết căn nhà sổ đỏ chính chủ mặt phố Hai Bà Trưng diện tích 155m2 sổ xây 6 tầng,38986977.0,2025-11-01 00:00:00,571.43,100.0,175.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàn Kiếm
170,Chính chủ bán nhà ngõ 79 Thái Thịnh 47.3m2 x 5 tầng giá 14 tỷ,41995744.0,2025-06-01 00:00:00,295.98,14.0,47.3,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Đống Đa
171,"Chỉ còn duy nhất căn góc 3N 2VS full nội thất, view thoáng giá 3.6 tỷ tại OCP 0965 479 ***",41997987.0,2025-06-01 00:00:00,45.0,3.6,80.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Gia Lâm
173,Bán nhà mặt phố ô tô tránh hai mặt thoáng Nguyễn Đình Hoàn 73.1 m2 C4 MT 5.06 m 20 tỷ Cầu Giấy,41883075.0,2025-11-01 00:00:00,273.6,20.0,73.1,0.0,0.0,Có sổ,NT,Cầu Giấy
174,Nơ bán đảo linh đàm siêu đẹp full nội thất mới,42022230.0,2025-10-01 00:00:00,59.65,3.4,57.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàng Mai
175,"BÁN NHÀ PHỐ ĐÀO TẤN Q. BA ĐÌNH ( DT: 36m; 6 Tầng; MT: 4,4m ) GẦN TTTM Lotte , CV THỦ LỆ, BV 354",42022618.0,2025-10-01 00:00:00,241.67,8.7,36.0,4.0,5.0,Sổ đỏ/ Sổ hồng,NAN,Ba Đình
176,"Bán căn hộ 3 phòng ngủ 118m2 thoáng đẹp, giá 6 tỷ 380 triệu chung cư Sunshine Garden Lh 0862 278 ***",41982971.0,2025-03-01 00:00:00,54.07,6.38,118.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàng Mai
177,Chính chủ tôi kẹt tiền cần bán gấp nhà 31/36 m2 Minh Khai XD 4T 4 ngủ đủ công năng full nội thất,41820828.0,2025-12-01 00:00:00,183.33,6.6,36.0,4.0,4.0,Sổ đỏ/ Sổ hồng,NAN,Hai Bà Trưng
178,"Cần bán gấp căn 3 phòng ngủ 82m2 - 3.4 tỷ, đã có sổ full nội thất. Hỗ trợ vay 70%. LH: 0902 122 ***",41080560.0,2025-07-01 00:00:00,41.46,3.4,82.0,3.0,2.0,NAN,Đầy đủ,Gia Lâm
179,Hinode Royal Park - Chính chủ thiện chí bán Hàng đẹp nhất khu Nhật sát chân chung cư view vườn hoa,42017515.0,2025-09-01 00:00:00,0.0,0.0,100.0,0.0,0.0,NAN,NAN,Hoài Đức
180,"Chính chủ gửi bán nhanh căn 124m2 3 ngủ CC Golden Palm, giá 8. X tỷ, LH 0936 218 ***",42022463.0,2025-10-01 00:00:00,71.45,8.86,124.0,3.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ,Thanh Xuân
181,"Bán nhanh căn 3PN 118m2 Park 8 Park Hill Times City, Giá: 10. X tỷ. LH. 0962 984 ***",41316366.0,2025-10-01 00:00:00,90.59,10.69,118.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
182,"Nhà đẹp đón tết tại Song Phương. Ô tô vào nhà. 500m ra đại lộ. DT 42m2, 4 tầng. Giá 3.4 tỷ",41765858.0,2025-11-01 00:00:00,80.95,3.4,42.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hoài Đức
183,"Bán biệt thự sân vườn lô góc 230m2, 4 tầng siêu Vip, duy nhất tại KĐT Gamuda Gardens. Thiết kế đẹp",41952382.0,2025-08-01 00:00:00,230.44,53.0,230.0,6.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàng Mai
184,Bán gấp căn hộ 2 phòng ngủ KĐT Nam Cường. Tòa nhà Ct1 chung cư Nam Cường. Giá tốt rất tốt. Sổ đỏ,39204349.0,2025-10-01 00:00:00,0.0,0.0,85.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
185,"Nhà mặt phố Minh Khai 170 m2 x 3 tầng MT 9 m, giá 62 tỷ",41994224.0,2025-06-01 00:00:00,364.71,62.0,170.0,2.0,2.0,Sổ đỏ/ Sổ hồng,NAN,Hai Bà Trưng
186,Minh khai MẶT NGÕ Ô TÔ TẢI TRÁNH NHAU - KINH DOANH SUỐT NGÀY ĐÊM,42026890.0,2025-11-01 00:00:00,274.51,14.0,51.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hai Bà Trưng
187,"Mở Bán mảnh đất đẹp ở thôn đài bi , xã uy nỗ , Huyện Đông Anh ,TP Hà Nội Diện Tích : 90,3 m2 Mặt",42026284.0,2025-10-01 00:00:00,95.0,8.58,90.3,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đông Anh
188,"Bán đất tặng nhà 170m, Xã Ngọc liệp,Quốc oai",42031840.0,2025-12-01 00:00:00,57.06,9.7,170.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Quốc Oai
189,Chính chủ cần tiền bán gấp căn 2PN - 2WC 64.5m2 tầng đẹp The Tonkin giá chỉ 4.7 tỷ,41642081.0,2025-06-01 00:00:00,72.87,4.7,64.5,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
190,Cuối năm em cần tiền bán gấp mảnh đất giá chỉ hơn 20 tr/m2 ngay ĐL Thăng Long sát vách Xanh Villa,41975450.0,2025-02-01 00:00:00,0.0,0.0,370.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thạch Thất
191,"Bán nhà phân lô ngõ 6 phố Đội Nhân, Vĩnh Phúc, Ba Đình sổ đỏ đẹp 45m2, mặt tiền 5,2m, giá 12 tỷ",41710447.0,2025-11-01 00:00:00,266.67,12.0,45.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Ba Đình
192,"Bán NR tại An Hoà Mỗ Lao, 4,65 tỷ, 5 tầng, giá ưu đãi chính chủ",41881039.0,2025-02-01 00:00:00,211.36,4.65,22.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
193,"Bán đất khu phân lô 105 Xuân La 55m2 MT 4.2m ô tô tránh, vỉa hè, gần Hồ, giáp Ngoại Giao Đoàn",41556311.0,2025-10-01 00:00:00,269.09,14.8,55.0,0.0,0.0,NAN,NAN,Tây Hồ
194,"Bán đất chính chủ 361m2, Khu TĐC sân golf - xã Hoàng Văn Thụ, Chương Mỹ, Hà Nội. Giá 4,0 tỷ",39452684.0,2025-10-01 00:00:00,11.08,4.0,361.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Chương Mỹ
195,Xuân Diệu - Apartment cao cấp - Đông Tây thuê - Nội thất cao cấp - Dòng tiền 1.2 tỷ/ năm,41811688.0,2025-06-01 00:00:00,335.82,22.5,67.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Full nội thất xịn.,Tây Hồ
196,"Bán gấp mảnh đất 30m2. Sát Quận Bắc Từ Liêm, ô tô đỗ cổng, giá: 4,25 tỷ LH: 0968 371 *** Em Tú",41589028.0,2025-06-01 00:00:00,135.0,4.05,30.0,0.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Bắc Từ Liêm
197,Bán biệt thự Vinhomes Green Bay. Liên hệ Mr Đô: 0983 786 ***,41009443.0,2025-07-01 00:00:00,458.72,75.0,163.5,5.0,5.0,NAN,NAN,Nam Từ Liêm
198,"GĐ bán căn 2PN giá tố 83m2 tại 6th Element, sổ đỏ & slot ô tô, view biệt thự StarLake,LH 0352 073 ***",41728490.0,2025-10-01 00:00:00,0.0,0.0,83.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây Hồ
199,"Bán căn hộ Echome 3 lô góc 76,7m2 giá 3,6 tỷ 0382 276 ***",41671052.0,2025-05-01 00:00:00,46.94,3.6,76.7,3.0,2.0,Hợp đồng mua bán,"Cơ bản - Nhà nguyên bản, tầng trung view thoáng đẹp.",Bắc Từ Liêm
200,"Bán gấp nhà Trần Quốc Vượng - Cầu Giấy - dân xây - ngõ nông thoáng - 32m2, 4 tầng, nhỉnh 6 tỷ",41247196.0,2025-12-01 00:00:00,206.25,6.6,32.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
201,"114m2 đất, mặt tiền 4.55m, trục chính - kinh doanh - đường Tây Bầu - Kim Chung - Đông Anh",32863990.0,2025-09-01 00:00:00,125.0,14.25,114.0,0.0,0.0,Sổ đỏ vuông vắn - pháp lý chuẩn.,NAN,Đông Anh
202,"NHÀ ĐẸP ĐÓN TẾT- TRẦN CUNG-BẮC TỪ LIÊM-HÀ NỘI-DT :60M ,4T,MT :4M , GIÁ : 18.5. TỶ",42030300.0,2025-11-01 00:00:00,308.33,18.5,60.0,6.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Bắc Từ Liêm
203,"Nhà Riêng chính chủ Kim Ngưu - Hai Bà Trưng ngõ ô tô, kinh doanh",42027613.0,2025-11-01 00:00:00,221.5,8.86,40.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
204,Hiếm - Đất Đông Dư - đường oto tránh - trải nhựa thẳng tắp - 2.9 tỷ,41971073.0,2025-12-01 00:00:00,0.0,2.9,35.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Gia Lâm
205,Nhà riêng Trần Khát Chân gần phố có thang máy chỉ chưa đến 8 tỷ có ngay 54m2 * 6 tầng * 3 PN,42023892.0,2025-10-01 00:00:00,146.3,7.9,54.0,3.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
206,"BÁN NHÀ RIÊNG 35M 4 TẦNG - YÊN NGHĨA HÀ ĐÔNG - NHÀ MỚI XÂY - TẶNG TOÀN BỘ NỘI THẤT - GIÁ 3,65 TỶ",42029422.0,2025-11-01 00:00:00,104.29,3.65,35.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
207,Cô giáo nhờ bán hộ lô đất đẹp nằm trên mặt đường Liên Thôn. Kinh doanh ô tô tránh. Mặt tiền rộng,40700634.0,2025-10-01 00:00:00,35.12,5.9,168.0,0.0,0.0,NAN,NAN,Chương Mỹ
208,Bán gấp phân lô đường Nguyễn Xiển 200m2* mặt tiền 10m. Lô góc view sân chơi gara xe 7 chỗ chỉ 40 tỷ,41955329.0,2025-09-01 00:00:00,200.0,40.0,200.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thanh Xuân
209,Bán nhà tại khu vực Tôn Thất Thiệp 60m2 - MT 6m oto vào nhà - Ô chờ thang máy chỉ 25 tỷ,41942877.0,2025-06-01 00:00:00,416.67,25.0,60.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Ba Đình
210,"Gia đình bán 3PN - 2VS, DT 103m2, tòa Roman Plaza, giá 6,8 tỷ, căn góc, ban công ĐN, LH 0363 388 ***",40932282.0,2025-10-01 00:00:00,66.02,6.8,103.0,3.0,2.0,- Nhà đã có sổ pháp lý rõ ràng.,Đầy đủ - Nội thất đẹp thiết kế sang trọng trẻ trung.,Nam Từ Liêm
211,"Em cần bán căn hộ penthouse 3 mặt thoáng view hồ Tây 180.8m2 tại Kosmo Tây Hồ, LH 0775 190 ***",41590888.0,2025-08-01 00:00:00,0.0,0.0,180.8,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
212,"Bán liền kề SB 90m2 đã hoàn thiện full nội thất, giá chỉ 18 tỷ bằng căn thô",40595240.0,2025-09-01 00:00:00,200.0,18.0,90.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Full nội thất.,Gia Lâm
213,"Bán nhà phố Việt Hưng 45m2 x 4T 5.8 tỷ. Dân xây đẹp, ô tô 15m",42001411.0,2025-07-01 00:00:00,128.89,5.8,45.0,3.0,0.0,NAN,NAN,Long Biên
214,"Đất Đắc Sở - Hoài Đức, xe 7 chỗ chạy vòng quanh, giá 3x tr/m (x nhỏ) Lh Em Duyên: 0397 566 ***",41646624.0,2025-10-01 00:00:00,0.0,0.0,107.0,0.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Hoài Đức
215,"Bán nhà riêng tại Vĩnh Quỳnh, 4,7 tỷ, 44m2, view đẹp, nhiều tiện ích",41706098.0,2025-11-01 00:00:00,107.96,4.75,44.0,6.0,4.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Trì
216,"Bán nhà mặt phố Cát Linh diện tích sổ 371m2 mặt tiền 9,6m đã có giấy phép 11 tầng giá 155 tỷ",40009206.0,2025-11-01 00:00:00,417.79,155.0,371.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Đống Đa
